Claim_ID,Age_Group,Income_Bracket,Settlement_Team,Policy_Type,Claim_Amount,Claim_Duration_Days,Premium_Amount,Num_Prior_Claims,Policy_Tenure_Years,Gender,Region,Settlement_Status
CLM01060,46-60,Middle (30K-70K),Team D,Health,659.92,61,2602.27,1,11,Female,East,Settled
CLM01061,60+,High (70K-150K),Team B,Whole Life,19090.66,104,1579.9,1,21,Male,North,Settled
CLM01062,60+,High (70K-150K),Team A,Auto,15794.19,81,2837.57,2,20,Male,North,Settled
CLM01063,46-60,Low (<30K),Team C,Term Life,9491.92,40,3355.72,2,1,Male,Central,Rejected
CLM01064,31-45,Low (<30K),Team B,Term Life,11761.27,117,6538.04,0,7,Male,South,Rejected
CLM01065,31-45,Middle (30K-70K),Team D,Auto,550157.19,93,1197.8,1,15,Female,North,Rejected
CLM01066,46-60,Middle (30K-70K),Team A,Term Life,9800.51,27,1792.03,1,17,Female,East,Settled
CLM01067,31-45,Low (<30K),Team A,Health,24640.56,1,681.85,0,8,Male,Central,Rejected
CLM01068,18-30,Middle (30K-70K),Team D,Health,6128.85,116,7793.22,2,2,Male,East,Settled
CLM01069,31-45,High (70K-150K),Team C,Health,19039.65,34,372.27,0,13,Female,South,Settled
CLM01070,31-45,Premium (150K+),Team D,Auto,10037.86,68,6948.6,2,12,Male,West,Settled
CLM01071,31-45,Middle (30K-70K),Team B,Auto,8163.09,88,1948.42,1,5,Female,South,Settled
CLM01072,31-45,Premium (150K+),Team C,Term Life,118501.18,21,2526.88,0,13,Male,Central,Rejected
CLM01073,18-30,Middle (30K-70K),Team C,Health,54864.51,33,1583.61,3,6,Female,South,Rejected
CLM01074,18-30,Middle (30K-70K),Team C,Health,15742.13,7,1853.59,0,15,Female,South,Rejected
CLM01075,60+,Low (<30K),Team C,Health,841.3,65,2894.21,1,23,Male,Central,Rejected
CLM01076,31-45,High (70K-150K),Team C,Term Life,8662.76,105,488.18,1,22,Male,Central,Settled
CLM01077,31-45,Premium (150K+),Team B,Health,342365.13,3,1073.09,1,21,Female,East,Settled
CLM01078,46-60,High (70K-150K),Team B,Auto,10129.49,108,919.61,2,22,Female,North,Rejected
CLM01079,31-45,Middle (30K-70K),Team C,Auto,50204.56,51,2586.15,0,11,Male,West,Rejected
CLM01080,60+,High (70K-150K),Team A,Whole Life,75382.53,79,1814.37,1,4,Female,West,Rejected
CLM01081,46-60,Low (<30K),Team C,Term Life,17374.46,95,2964.54,2,1,Male,West,Settled
CLM01082,18-30,Premium (150K+),Team A,Whole Life,4864.96,54,2062.8,3,15,Female,South,Settled
CLM01083,31-45,Middle (30K-70K),Team C,Health,718.83,80,4216.97,0,12,Female,Central,Settled
CLM01084,60+,Middle (30K-70K),Team C,Health,30363.48,74,1000.03,1,9,Male,Central,Settled
CLM01085,60+,Middle (30K-70K),Team A,Whole Life,5025.56,118,1894.15,1,11,Male,Central,Rejected
CLM01086,31-45,High (70K-150K),Team A,Term Life,16504.37,93,4391.78,1,5,Male,North,Settled
CLM01087,46-60,Low (<30K),Team A,Whole Life,2981.6,59,3742.32,1,24,Female,Central,Settled
CLM01088,18-30,High (70K-150K),Team C,Whole Life,9717.8,6,553.51,2,7,Male,Central,Settled
CLM01089,60+,Low (<30K),Team D,Auto,13911.39,29,798.8,3,8,Male,South,Settled
CLM01090,31-45,High (70K-150K),Team A,Health,18440.64,17,1693.52,1,1,Female,East,Settled
CLM01091,60+,High (70K-150K),Team C,Whole Life,3505.94,117,1498.37,0,1,Male,West,Settled
CLM01092,46-60,High (70K-150K),Team B,Whole Life,56178.71,60,1715.84,1,3,Female,South,Settled
CLM01093,46-60,Middle (30K-70K),Team B,Term Life,6527.15,22,3418.48,0,8,Male,South,Settled
CLM01094,31-45,Middle (30K-70K),Team D,Auto,1791.19,24,2279.03,1,11,Male,South,Rejected
CLM01095,31-45,Low (<30K),Team B,Whole Life,11721.4,81,2387.86,1,1,Male,West,Rejected
CLM01096,18-30,High (70K-150K),Team B,Whole Life,13922.34,85,3091.74,3,14,Female,South,Rejected
CLM01097,31-45,Middle (30K-70K),Team A,Whole Life,16199.04,51,4269.87,1,1,Male,East,Rejected
CLM01098,18-30,Middle (30K-70K),Team A,Health,68497.94,50,156.83,3,6,Female,Central,Rejected
CLM01099,46-60,Middle (30K-70K),Team B,Health,10059.39,11,1327.03,0,21,Male,East,Settled
CLM01100,31-45,Low (<30K),Team A,Health,11573.31,56,892.14,1,6,Male,Central,Settled
CLM01101,18-30,High (70K-150K),Team C,Term Life,3555.24,71,2644.54,1,3,Female,Central,Rejected
CLM01102,60+,Low (<30K),Team B,Whole Life,35762.82,42,1249.27,3,10,Male,South,Rejected
CLM01103,60+,High (70K-150K),Team B,Term Life,16666.75,39,1921.17,0,12,Male,South,Rejected
CLM01104,60+,Middle (30K-70K),Team A,Health,8070.47,69,3574.98,2,10,Male,West,Rejected
CLM01105,60+,Low (<30K),Team B,Term Life,1358.85,108,1116.12,3,22,Female,North,Rejected
CLM01106,18-30,Middle (30K-70K),Team C,Health,75606.28,48,2416.93,3,2,Female,East,Settled
CLM01107,31-45,Low (<30K),Team D,Auto,3061.88,57,6267.06,1,24,Male,West,Settled
CLM01108,46-60,Middle (30K-70K),Team A,Auto,6571.3,21,3516.75,3,22,Male,West,Settled
CLM01109,46-60,High (70K-150K),Team D,Whole Life,20537.62,82,508.46,1,13,Female,East,Settled
CLM01110,18-30,Low (<30K),Team C,Whole Life,3178.39,99,1431.68,0,16,Female,East,Rejected
CLM01111,46-60,High (70K-150K),Team C,Term Life,2225.61,20,2403.43,1,13,Male,Central,Settled
CLM01112,31-45,Low (<30K),Team B,Health,1044.47,15,2813.62,0,4,Female,North,Settled
CLM01113,31-45,Low (<30K),Team A,Health,31735.66,69,1477.52,2,4,Male,South,Rejected
CLM01114,31-45,High (70K-150K),Team A,Term Life,6944.99,77,1083.74,1,11,Male,North,Settled
CLM01115,46-60,Middle (30K-70K),Team C,Whole Life,448078.68,51,1908.76,1,23,Male,North,Settled
CLM01116,46-60,Low (<30K),Team B,Health,4051.22,76,757.86,2,14,Male,South,Rejected
CLM01117,18-30,Middle (30K-70K),Team D,Auto,4421.61,62,4358.08,1,3,Male,North,Settled
CLM01118,60+,Middle (30K-70K),Team B,Term Life,6778.62,119,8062.22,2,19,Female,West,Rejected
CLM01119,31-45,High (70K-150K),Team A,Health,17885.79,85,2479.36,1,22,Male,West,Settled
CLM01120,18-30,Middle (30K-70K),Team C,Term Life,7598.88,37,1501.24,3,1,Male,South,Settled
CLM01121,60+,High (70K-150K),Team B,Term Life,27855.86,6,3838.05,1,5,Male,South,Rejected
CLM01122,60+,Premium (150K+),Team B,Auto,4128.6,71,3352.77,0,17,Female,East,Rejected
CLM01123,60+,Middle (30K-70K),Team C,Health,2545.52,26,1450.36,4,1,Female,East,Rejected
CLM01124,46-60,Premium (150K+),Team D,Health,1544.02,106,1740.15,1,19,Male,North,Settled
CLM01125,46-60,Middle (30K-70K),Team C,Term Life,926.78,112,1110.29,0,19,Male,North,Rejected
CLM01126,46-60,Premium (150K+),Team C,Health,7174.71,8,2062.65,4,4,Male,South,Rejected
CLM01127,18-30,Low (<30K),Team C,Whole Life,9309.81,73,2296.47,0,19,Male,North,Rejected
CLM01128,31-45,High (70K-150K),Team D,Whole Life,6262.13,91,968.64,2,6,Male,Central,Settled
CLM01129,31-45,Middle (30K-70K),Team B,Whole Life,59402.22,4,765.29,2,15,Female,West,Rejected
CLM01130,31-45,Middle (30K-70K),Team A,Term Life,58316.26,21,625.9,0,4,Female,North,Rejected
CLM01131,46-60,High (70K-150K),Team B,Health,8939.51,31,2523.06,1,24,Female,North,Rejected
CLM01132,31-45,High (70K-150K),Team A,Health,1551.99,21,1791.51,2,1,Male,East,Settled
CLM01133,18-30,Low (<30K),Team C,Term Life,6767.95,104,1691.11,1,24,Male,Central,Rejected
CLM01134,31-45,Low (<30K),Team C,Term Life,6504.27,25,2621.81,1,17,Female,North,Settled
CLM01135,46-60,High (70K-150K),Team C,Term Life,6071.97,103,879.39,3,11,Female,West,Settled
CLM01136,18-30,High (70K-150K),Team A,Term Life,5783.34,15,768.01,2,17,Male,North,Settled
CLM01137,60+,Premium (150K+),Team C,Health,6098.78,117,2192.65,3,23,Female,South,Settled
CLM01138,31-45,High (70K-150K),Team B,Health,8401.37,35,453.53,1,1,Male,Central,Rejected
CLM01139,31-45,Premium (150K+),Team C,Term Life,6231.36,49,1469.7,3,9,Male,North,Settled
CLM01140,46-60,High (70K-150K),Team C,Term Life,17154.01,43,13005.88,1,14,Male,Central,Settled
CLM01141,46-60,Middle (30K-70K),Team B,Health,20587.56,41,614.72,1,15,Female,North,Rejected
CLM01142,31-45,Low (<30K),Team A,Health,4479.32,37,1282.04,5,24,Male,West,Rejected
CLM01143,46-60,High (70K-150K),Team A,Whole Life,61406.96,57,330.86,2,1,Female,West,Settled
CLM01144,46-60,High (70K-150K),Team D,Whole Life,4121.31,42,1499.7,3,2,Male,Central,Settled
CLM01145,31-45,Low (<30K),Team D,Health,1917.23,47,8718.73,2,18,Male,East,Settled
CLM01146,60+,Middle (30K-70K),Team C,Term Life,21098.0,92,2626.83,2,18,Female,East,Settled
CLM01147,46-60,Premium (150K+),Team A,Term Life,5009.59,61,1106.52,4,6,Male,South,Settled
CLM01148,46-60,Middle (30K-70K),Team B,Health,19644.44,14,10354.0,4,20,Male,East,Settled
CLM01149,60+,Middle (30K-70K),Team C,Health,746.65,68,448.59,0,8,Male,Central,Settled
CLM01150,60+,Middle (30K-70K),Team C,Health,71036.36,53,2599.71,3,1,Female,East,Rejected
CLM01151,46-60,Low (<30K),Team A,Health,29934.06,84,1904.42,1,15,Female,South,Rejected
CLM01152,46-60,Middle (30K-70K),Team A,Health,2207.09,34,1483.83,1,10,Male,North,Settled
CLM01153,46-60,Middle (30K-70K),Team C,Term Life,2265.31,76,3448.43,2,4,Male,East,Settled
CLM01154,46-60,Low (<30K),Team B,Whole Life,99381.28,97,702.34,0,10,Female,Central,Rejected
CLM01155,46-60,High (70K-150K),Team B,Term Life,5514.54,24,2321.8,0,11,Male,Central,Settled
CLM01156,46-60,Middle (30K-70K),Team A,Term Life,4909.75,20,2097.55,2,5,Male,South,Settled
CLM01157,18-30,High (70K-150K),Team B,Health,880.72,69,900.72,2,9,Male,South,Rejected
CLM01158,60+,Premium (150K+),Team D,Auto,8769.77,102,8604.12,0,5,Female,West,Settled
CLM01159,60+,Low (<30K),Team D,Auto,10165.31,30,1563.26,1,11,Male,West,Settled
CLM01160,18-30,High (70K-150K),Team C,Health,31526.75,88,1618.22,2,3,Male,West,Rejected
CLM01161,46-60,Middle (30K-70K),Team B,Term Life,2492.66,107,794.62,1,4,Female,North,Rejected
CLM01162,18-30,Premium (150K+),Team A,Term Life,2155.24,104,1586.57,1,10,Female,Central,Settled
CLM01163,31-45,Low (<30K),Team B,Health,22951.88,7,11705.38,3,7,Female,West,Settled
CLM01164,46-60,High (70K-150K),Team B,Health,44715.53,36,1477.09,2,1,Male,Central,Settled
CLM01165,18-30,High (70K-150K),Team C,Health,2027.62,38,2737.94,1,6,Female,South,Rejected
CLM01166,46-60,Middle (30K-70K),Team B,Health,48913.9,80,3867.79,1,8,Female,North,Rejected
CLM01167,46-60,Low (<30K),Team A,Health,13975.35,52,1563.81,2,17,Male,South,Rejected
CLM01168,31-45,High (70K-150K),Team A,Health,49521.71,15,1302.87,1,24,Male,Central,Rejected
CLM01169,18-30,High (70K-150K),Team B,Term Life,12280.1,46,2638.09,0,7,Male,West,Rejected
CLM01170,31-45,Middle (30K-70K),Team A,Health,647.6,23,1490.69,0,1,Female,South,Rejected
CLM01171,46-60,High (70K-150K),Team A,Auto,11132.67,12,1386.48,2,9,Male,East,Settled
CLM01172,60+,Middle (30K-70K),Team D,Term Life,47675.48,93,3834.95,0,11,Male,North,Settled
CLM01173,46-60,High (70K-150K),Team B,Health,4571.08,44,1710.36,1,19,Female,Central,Rejected
CLM01174,31-45,Low (<30K),Team B,Whole Life,8387.03,112,4772.34,1,2,Female,West,Rejected
CLM01175,46-60,Premium (150K+),Team D,Auto,10814.46,15,1679.85,2,23,Male,South,Settled
CLM01176,31-45,Middle (30K-70K),Team D,Term Life,411.82,93,630.33,1,11,Female,North,Settled
CLM01177,46-60,Middle (30K-70K),Team C,Health,99271.83,109,116.67,0,3,Female,West,Rejected
CLM01178,18-30,Low (<30K),Team D,Term Life,4529.42,107,415.5,2,17,Male,South,Settled
CLM01179,46-60,Low (<30K),Team B,Health,24511.13,49,476.86,1,10,Female,Central,Settled
CLM01180,31-45,Middle (30K-70K),Team B,Term Life,12039.63,21,2237.76,3,3,Female,East,Rejected
CLM01181,60+,Middle (30K-70K),Team B,Term Life,60424.07,15,831.25,0,22,Female,East,Rejected
CLM01182,31-45,High (70K-150K),Team C,Whole Life,21747.79,14,372.67,1,3,Female,Central,Rejected
CLM01183,46-60,Low (<30K),Team C,Auto,10077.81,42,1628.27,2,21,Female,North,Rejected
CLM01184,60+,Middle (30K-70K),Team B,Term Life,4572.35,108,760.93,3,7,Male,Central,Rejected
CLM01185,18-30,Middle (30K-70K),Team A,Term Life,34801.68,80,2618.82,4,2,Male,South,Rejected
CLM01186,60+,Low (<30K),Team C,Health,1410.74,15,2567.31,1,1,Male,North,Settled
CLM01187,46-60,Low (<30K),Team A,Whole Life,29000.5,106,2794.11,0,7,Male,East,Settled
CLM01188,18-30,Middle (30K-70K),Team C,Auto,3572.95,63,233.55,3,20,Female,South,Settled
CLM01189,31-45,Middle (30K-70K),Team C,Term Life,60038.45,68,1874.93,1,11,Male,West,Rejected
CLM01190,46-60,Middle (30K-70K),Team C,Health,16212.85,27,1640.7,0,23,Male,West,Settled
CLM01191,18-30,Middle (30K-70K),Team C,Term Life,28939.09,87,680.4,1,6,Male,West,Rejected
CLM01192,46-60,Middle (30K-70K),Team D,Term Life,14740.98,93,327.03,0,23,Male,East,Settled
CLM01193,31-45,Low (<30K),Team B,Health,1631.32,105,1657.48,0,4,Male,Central,Rejected
CLM01194,46-60,Middle (30K-70K),Team C,Health,4755.82,53,4235.65,1,19,Male,North,Settled
CLM01195,18-30,Premium (150K+),Team C,Health,29937.5,52,229.2,3,21,Female,East,Settled
CLM01196,60+,Middle (30K-70K),Team A,Whole Life,16317.39,63,928.88,5,19,Male,South,Rejected
CLM01197,60+,High (70K-150K),Team A,Whole Life,55115.59,73,2008.67,1,14,Female,South,Settled
CLM01198,60+,Middle (30K-70K),Team B,Whole Life,21675.32,53,4446.78,2,3,Male,West,Settled
CLM01199,46-60,High (70K-150K),Team B,Auto,4187.91,57,1408.25,0,4,Female,North,Settled
CLM01200,18-30,High (70K-150K),Team C,Term Life,5139.56,52,8474.38,2,8,Male,West,Settled
CLM01201,46-60,Middle (30K-70K),Team D,Term Life,15115.88,107,429.99,2,18,Female,South,Settled
CLM01202,18-30,Premium (150K+),Team A,Whole Life,831.43,43,360.12,1,4,Female,South,Settled
CLM01203,18-30,Low (<30K),Team A,Health,99521.63,7,4081.3,1,11,Male,Central,Rejected
CLM01204,31-45,Low (<30K),Team D,Term Life,22699.45,117,275.97,4,16,Male,Central,Rejected
CLM01205,31-45,High (70K-150K),Team A,Auto,58246.63,42,2615.54,3,3,Male,Central,Settled
CLM01206,46-60,High (70K-150K),Team B,Term Life,2004.75,4,1428.49,3,7,Female,West,Rejected
CLM01207,46-60,Low (<30K),Team C,Auto,59484.92,69,879.36,0,2,Female,North,Rejected
CLM01208,31-45,Middle (30K-70K),Team B,Term Life,194424.4,5,1285.2,2,1,Male,Central,Settled
CLM01209,31-45,Low (<30K),Team A,Health,2737.9,75,644.67,2,1,Male,East,Settled
CLM01210,60+,Middle (30K-70K),Team A,Auto,33714.46,105,1401.55,1,6,Female,Central,Settled
CLM01211,31-45,High (70K-150K),Team A,Term Life,13377.53,92,1833.41,2,19,Female,West,Rejected
CLM01212,31-45,Middle (30K-70K),Team C,Auto,2093.68,80,1295.98,2,7,Female,North,Rejected
CLM01213,18-30,Middle (30K-70K),Team B,Whole Life,24136.02,41,1132.35,2,24,Female,Central,Rejected
CLM01214,46-60,Middle (30K-70K),Team A,Auto,36327.27,118,2215.67,3,5,Female,North,Settled
CLM01215,46-60,Low (<30K),Team C,Health,6494.09,94,6820.29,4,21,Female,East,Rejected
CLM01216,31-45,Middle (30K-70K),Team D,Whole Life,54127.62,4,1461.24,3,18,Male,South,Settled
CLM01217,18-30,High (70K-150K),Team A,Term Life,1807.83,2,3484.2,1,24,Male,North,Settled
CLM01218,46-60,Premium (150K+),Team B,Whole Life,2222.29,110,834.69,0,13,Female,Central,Settled
CLM01219,46-60,High (70K-150K),Team C,Term Life,15739.31,67,621.87,3,1,Male,West,Settled
CLM01220,31-45,Low (<30K),Team B,Term Life,13772.96,114,2598.4,0,10,Male,West,Rejected
CLM01221,60+,Premium (150K+),Team B,Term Life,5653.96,21,1499.93,0,9,Female,West,Rejected
CLM01222,18-30,High (70K-150K),Team C,Whole Life,35295.59,70,4463.1,2,17,Female,West,Rejected
CLM01223,31-45,High (70K-150K),Team D,Health,25262.42,43,5220.45,0,1,Female,North,Settled
CLM01224,60+,Middle (30K-70K),Team D,Term Life,37412.75,117,3537.83,2,1,Male,West,Rejected
CLM01225,31-45,Middle (30K-70K),Team C,Term Life,11524.57,82,3476.87,1,7,Female,South,Rejected
CLM01226,46-60,Middle (30K-70K),Team C,Health,27531.78,108,116.71,3,4,Male,East,Rejected
CLM01227,31-45,Low (<30K),Team B,Term Life,7826.1,69,2580.19,2,23,Female,North,Rejected
CLM01228,31-45,Low (<30K),Team C,Term Life,157091.3,9,3605.82,6,21,Male,North,Rejected
CLM01229,60+,Low (<30K),Team B,Term Life,5038.91,84,653.65,1,12,Male,West,Rejected
CLM01230,31-45,Middle (30K-70K),Team A,Auto,167101.54,28,1820.78,0,16,Male,West,Settled
CLM01231,60+,High (70K-150K),Team C,Health,13930.91,26,785.1,5,14,Female,North,Rejected
CLM01232,31-45,Middle (30K-70K),Team C,Whole Life,2564.16,82,4113.41,0,23,Male,West,Rejected
CLM01233,31-45,Low (<30K),Team B,Health,68988.51,83,841.51,2,10,Male,West,Rejected
CLM01234,18-30,Premium (150K+),Team D,Whole Life,15538.59,3,958.83,0,14,Male,West,Settled
CLM01235,46-60,Premium (150K+),Team A,Health,37099.13,73,1247.33,4,7,Male,West,Settled
CLM01236,31-45,High (70K-150K),Team B,Health,58024.88,100,10932.86,1,4,Female,West,Rejected
CLM01237,60+,Premium (150K+),Team A,Health,20041.22,95,4038.94,1,2,Female,Central,Rejected
CLM01238,31-45,Middle (30K-70K),Team C,Term Life,6563.71,49,6568.78,2,24,Male,Central,Settled
CLM01239,60+,Premium (150K+),Team C,Term Life,43081.81,17,423.9,0,18,Female,Central,Settled
CLM01240,18-30,Low (<30K),Team B,Whole Life,13371.84,63,654.95,1,16,Female,North,Rejected
CLM01241,60+,Middle (30K-70K),Team C,Auto,30425.29,55,5275.68,3,9,Female,East,Settled
CLM01242,46-60,Low (<30K),Team B,Health,1007.8,23,442.25,2,5,Female,North,Settled
CLM01243,46-60,Low (<30K),Team C,Health,22842.5,34,1056.43,2,9,Male,Central,Settled
CLM01244,46-60,Low (<30K),Team B,Auto,6208.64,105,9360.68,1,8,Male,North,Rejected
CLM01245,46-60,High (70K-150K),Team B,Term Life,97146.12,105,836.5,1,24,Male,East,Settled
CLM01246,46-60,High (70K-150K),Team D,Health,28217.7,69,421.24,0,20,Male,West,Settled
CLM01247,18-30,Middle (30K-70K),Team B,Health,17815.59,15,1878.03,0,16,Female,South,Rejected
CLM01248,18-30,Low (<30K),Team A,Auto,23946.37,47,435.37,0,20,Male,Central,Rejected
CLM01249,60+,High (70K-150K),Team C,Auto,4031.41,3,4864.89,2,18,Male,Central,Rejected
CLM01250,46-60,High (70K-150K),Team D,Health,93705.11,83,883.7,0,4,Female,East,Settled
CLM01251,46-60,Middle (30K-70K),Team B,Term Life,145749.47,28,752.81,7,16,Female,West,Rejected
CLM01252,31-45,High (70K-150K),Team A,Health,21407.49,3,1851.05,1,4,Female,West,Settled
CLM01253,18-30,Middle (30K-70K),Team B,Term Life,90082.78,102,1308.26,3,6,Female,South,Rejected
CLM01254,18-30,Middle (30K-70K),Team B,Health,6748.14,4,2212.5,1,3,Male,West,Rejected
CLM01255,46-60,Premium (150K+),Team A,Auto,5133.09,88,2744.09,1,18,Female,East,Settled
CLM01256,31-45,Middle (30K-70K),Team C,Whole Life,14032.2,31,1519.55,0,15,Female,West,Settled
CLM01257,31-45,Middle (30K-70K),Team D,Health,22514.82,45,713.97,2,8,Male,East,Settled
CLM01258,31-45,Premium (150K+),Team B,Whole Life,8326.65,59,3243.49,1,18,Male,Central,Rejected
CLM01259,18-30,High (70K-150K),Team B,Whole Life,25471.66,45,1038.23,3,24,Male,Central,Settled
CLM01260,46-60,Low (<30K),Team B,Whole Life,19296.28,75,902.1,2,23,Female,Central,Rejected
CLM01261,31-45,Low (<30K),Team A,Health,4032.06,37,2026.63,1,3,Male,North,Settled
CLM01262,46-60,Low (<30K),Team D,Auto,24898.22,65,386.48,2,6,Female,Central,Settled
CLM01263,31-45,High (70K-150K),Team B,Auto,37655.48,9,2471.8,1,22,Male,East,Rejected
CLM01264,31-45,Middle (30K-70K),Team B,Term Life,16411.92,17,2114.58,4,21,Male,South,Rejected
CLM01265,18-30,Low (<30K),Team C,Auto,53272.62,118,4435.77,2,24,Male,West,Rejected
CLM01266,18-30,Premium (150K+),Team B,Health,3099.87,65,1211.59,1,15,Male,Central,Settled
CLM01267,31-45,Middle (30K-70K),Team C,Term Life,23424.56,3,5217.98,0,12,Male,North,Settled
CLM01268,31-45,Low (<30K),Team A,Term Life,3280.21,111,2762.01,2,5,Male,North,Rejected
CLM01269,46-60,Middle (30K-70K),Team D,Term Life,3509.06,26,1769.71,0,7,Male,East,Settled
CLM01270,31-45,High (70K-150K),Team D,Auto,6265.93,53,7733.81,2,22,Female,South,Settled
CLM01271,46-60,Low (<30K),Team C,Health,4313.6,31,1951.14,1,15,Female,Central,Rejected
CLM01272,60+,Middle (30K-70K),Team D,Health,6921.62,26,1194.29,0,7,Female,Central,Settled
CLM01273,46-60,High (70K-150K),Team A,Term Life,10332.19,23,1996.34,2,13,Female,North,Settled
CLM01274,18-30,Middle (30K-70K),Team B,Health,36482.41,30,1174.77,2,3,Female,East,Rejected
CLM01275,31-45,Middle (30K-70K),Team C,Term Life,9087.08,10,2437.96,0,23,Female,North,Settled
CLM01276,18-30,Middle (30K-70K),Team C,Whole Life,1992.71,72,5200.71,0,13,Male,North,Rejected
CLM01277,31-45,Low (<30K),Team B,Health,52474.44,108,1796.5,1,3,Female,South,Rejected
CLM01278,60+,Low (<30K),Team B,Term Life,4892.66,89,1943.24,1,2,Female,East,Rejected
CLM01279,18-30,Middle (30K-70K),Team A,Health,12450.74,64,3422.97,3,23,Female,South,Settled
CLM01280,31-45,Low (<30K),Team B,Term Life,22830.3,22,4674.1,2,4,Female,East,Rejected
CLM01281,46-60,Low (<30K),Team A,Health,16975.6,15,1258.77,2,17,Male,Central,Rejected
CLM01282,46-60,High (70K-150K),Team C,Whole Life,49663.0,105,2075.32,1,6,Female,West,Rejected
CLM01283,46-60,Premium (150K+),Team A,Health,23737.32,56,3435.13,2,11,Male,West,Settled
CLM01284,18-30,High (70K-150K),Team A,Term Life,4752.51,74,2354.21,0,6,Male,East,Settled
CLM01285,31-45,Premium (150K+),Team C,Term Life,182457.88,20,407.62,1,22,Male,West,Settled
CLM01286,31-45,Low (<30K),Team C,Auto,16868.45,105,3968.65,0,2,Male,North,Rejected
CLM01287,18-30,Premium (150K+),Team D,Term Life,11194.66,47,2747.11,4,17,Male,Central,Rejected
CLM01288,31-45,Low (<30K),Team C,Health,42476.68,87,2907.82,1,3,Male,Central,Rejected
CLM01289,18-30,Premium (150K+),Team B,Auto,18021.87,53,696.65,2,12,Female,West,Settled
CLM01290,18-30,Premium (150K+),Team D,Term Life,21570.33,53,2042.46,2,14,Male,East,Rejected
CLM01291,31-45,High (70K-150K),Team B,Term Life,265832.26,1,3549.91,2,2,Female,North,Rejected
CLM01292,18-30,Premium (150K+),Team A,Health,9603.23,2,893.85,1,22,Female,East,Rejected
CLM01293,46-60,Middle (30K-70K),Team C,Auto,9124.21,58,1100.55,0,22,Female,West,Settled
CLM01294,46-60,Middle (30K-70K),Team D,Auto,15365.72,19,3598.9,1,5,Male,Central,Settled
CLM01295,46-60,Middle (30K-70K),Team B,Whole Life,48330.55,62,1060.31,1,10,Female,Central,Rejected
CLM01296,31-45,Middle (30K-70K),Team B,Health,2191.1,78,1530.26,1,10,Male,East,Settled
CLM01297,18-30,Low (<30K),Team A,Term Life,1263.11,72,790.22,3,21,Male,South,Settled
CLM01298,18-30,High (70K-150K),Team A,Auto,6604.2,102,7753.9,2,9,Female,East,Rejected
CLM01299,46-60,Premium (150K+),Team B,Auto,1880.5,12,2742.15,3,21,Female,South,Settled
CLM01300,46-60,Low (<30K),Team C,Term Life,8024.08,26,1473.92,1,13,Female,East,Settled
CLM01301,18-30,High (70K-150K),Team A,Term Life,24416.14,27,1269.15,1,10,Male,South,Settled
CLM01302,60+,Premium (150K+),Team D,Term Life,4587.55,29,676.75,3,6,Male,South,Settled
CLM01303,18-30,Premium (150K+),Team C,Term Life,2411.03,15,1655.6,0,11,Male,South,Rejected
CLM01304,31-45,Premium (150K+),Team C,Health,14518.87,46,3078.03,2,4,Male,South,Settled
CLM01305,46-60,Middle (30K-70K),Team D,Whole Life,37611.01,117,945.91,1,14,Male,North,Settled
CLM01306,60+,Premium (150K+),Team A,Term Life,1747.66,1,1967.33,1,17,Female,South,Rejected
CLM01307,46-60,High (70K-150K),Team B,Whole Life,35749.05,60,1347.62,2,20,Male,South,Rejected
CLM01308,46-60,Low (<30K),Team C,Auto,35623.74,107,5453.94,2,2,Male,Central,Settled
CLM01309,31-45,Middle (30K-70K),Team D,Health,41978.05,92,1086.42,0,10,Male,North,Rejected
CLM01310,46-60,High (70K-150K),Team C,Whole Life,57651.77,57,3366.82,0,3,Male,South,Rejected
CLM01311,18-30,Low (<30K),Team B,Term Life,187665.56,3,5514.95,3,7,Female,West,Rejected
CLM01312,60+,High (70K-150K),Team D,Auto,8714.03,115,1337.15,1,7,Female,North,Settled
CLM01313,31-45,High (70K-150K),Team A,Health,15237.06,18,1129.06,0,1,Male,Central,Rejected
CLM01314,46-60,Low (<30K),Team D,Term Life,8105.3,52,3782.58,1,8,Male,East,Settled
CLM01315,31-45,Middle (30K-70K),Team D,Term Life,13391.46,60,434.86,0,23,Female,Central,Settled
CLM01316,46-60,High (70K-150K),Team A,Term Life,84073.61,34,2551.6,1,1,Female,Central,Settled
CLM01317,31-45,Middle (30K-70K),Team C,Term Life,2659.74,96,512.73,3,8,Female,North,Settled
CLM01318,46-60,Low (<30K),Team A,Health,4753.99,93,4807.48,1,14,Male,North,Rejected
CLM01319,18-30,Low (<30K),Team B,Auto,69746.12,89,1477.82,0,14,Male,West,Rejected
CLM01320,18-30,Middle (30K-70K),Team B,Whole Life,45435.26,60,1681.39,1,2,Male,West,Settled
CLM01321,31-45,Premium (150K+),Team C,Health,8640.73,26,1012.93,0,8,Male,North,Settled
CLM01322,18-30,Low (<30K),Team D,Whole Life,37245.35,103,509.71,3,19,Female,North,Rejected
CLM01323,60+,High (70K-150K),Team C,Health,20119.79,72,4977.53,2,10,Male,North,Rejected
CLM01324,31-45,Low (<30K),Team B,Health,80848.28,19,1576.8,0,7,Female,East,Rejected
CLM01325,60+,Middle (30K-70K),Team D,Term Life,14609.27,118,23553.15,3,13,Male,Central,Rejected
CLM01326,31-45,High (70K-150K),Team D,Whole Life,45741.38,111,945.63,2,22,Female,West,Rejected
